division,estado,municipio,anio,mes,intervalo_horario,cargo,valor,Fecha
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,2,Intermedia,Variable (Energía),1.8838,2024-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,2,Punta,Variable (Energía),2.2047,2024-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,2,-,Distribución,70.09,2024-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,2,-,Capacidad,413.22,2024-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,3,-,Fijo,631.59,2024-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,3,Base,Variable (Energía),0.6247,2024-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,3,Intermedia,Variable (Energía),0.9774,2024-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,3,Punta,Variable (Energía),1.3239,2024-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,3,-,Distribución,93.44,2024-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,3,-,Capacidad,372.83,2024-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,3,-,Fijo,631.59,2024-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,3,Base,Variable (Energía),2.1707,2024-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,3,Intermedia,Variable (Energía),2.7598,2024-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,3,Punta,Variable (Energía),3.8901,2024-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,3,-,Distribución,93.44,2024-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,3,-,Capacidad,267.26,2024-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,3,-,Fijo,362.6,2024-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,3,Base,Variable (Energía),1.0865,2024-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,3,Intermedia,Variable (Energía),1.9398,2024-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,3,Punta,Variable (Energía),2.2119,2024-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,3,-,Distribución,101.75,2024-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,3,-,Capacidad,408.46,2024-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,3,-,Fijo,267.4,2024-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,3,Base,Variable (Energía),1.0841,2024-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,3,Intermedia,Variable (Energía),1.9425,2024-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,3,Punta,Variable (Energía),2.1894,2024-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,3,-,Distribución,161.46,2024-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,3,-,Capacidad,408.3,2024-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,3,-,Fijo,360.01,2024-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,3,Base,Variable (Energía),1.0814,2024-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,3,Intermedia,Variable (Energía),1.9435,2024-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,3,Punta,Variable (Energía),2.1952,2024-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,3,-,Distribución,155.26,2024-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,3,-,Capacidad,404.67,2024-03
CENTRO SUR,MORELOS,CUERNAVACA,2024,3,-,Fijo,336.0,2024-03
CENTRO SUR,MORELOS,CUERNAVACA,2024,3,Base,Variable (Energía),0.9934,2024-03
CENTRO SUR,MORELOS,CUERNAVACA,2024,3,Intermedia,Variable (Energía),1.7641,2024-03
CENTRO SUR,MORELOS,CUERNAVACA,2024,3,Punta,Variable (Energía),1.9985,2024-03
CENTRO SUR,MORELOS,CUERNAVACA,2024,3,-,Distribución,229.58,2024-03
CENTRO SUR,MORELOS,CUERNAVACA,2024,3,-,Capacidad,380.01,2024-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,3,-,Fijo,398.58,2024-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,3,Base,Variable (Energía),1.0297,2024-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,3,Intermedia,Variable (Energía),1.7503,2024-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,3,Punta,Variable (Energía),2.0304,2024-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,3,-,Distribución,129.27,2024-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,3,-,Capacidad,408.46,2024-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,3,-,Fijo,589.72,2024-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,3,Base,Variable (Energía),1.0515,2024-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,3,Intermedia,Variable (Energía),1.6394,2024-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,3,Punta,Variable (Energía),1.7803,2024-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,3,-,Distribución,60.03,2024-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,3,-,Capacidad,418.44,2024-03
JALISCO,JALISCO,GUADALAJARA,2024,3,-,Fijo,377.74,2024-03
JALISCO,JALISCO,GUADALAJARA,2024,3,Base,Variable (Energía),1.0438,2024-03
JALISCO,JALISCO,GUADALAJARA,2024,3,Intermedia,Variable (Energía),1.8734,2024-03
JALISCO,JALISCO,GUADALAJARA,2024,3,Punta,Variable (Energía),2.1095,2024-03
JALISCO,JALISCO,GUADALAJARA,2024,3,-,Distribución,166.57,2024-03
JALISCO,JALISCO,GUADALAJARA,2024,3,-,Capacidad,408.46,2024-03
NOROESTE,SONORA,HERMOSILLO,2024,3,-,Fijo,573.51,2024-03
NOROESTE,SONORA,HERMOSILLO,2024,3,Base,Variable (Energía),0.9977,2024-03
NOROESTE,SONORA,HERMOSILLO,2024,3,Intermedia,Variable (Energía),1.6071,2024-03
NOROESTE,SONORA,HERMOSILLO,2024,3,Punta,Variable (Energía),1.7828,2024-03
NOROESTE,SONORA,HERMOSILLO,2024,3,-,Distribución,94.27,2024-03
NOROESTE,SONORA,HERMOSILLO,2024,3,-,Capacidad,408.46,2024-03
ORIENTE,VERACRUZ,VERACRUZ,2024,3,-,Fijo,491.57,2024-03
ORIENTE,VERACRUZ,VERACRUZ,2024,3,Base,Variable (Energía),0.9554,2024-03
ORIENTE,VERACRUZ,VERACRUZ,2024,3,Intermedia,Variable (Energía),1.6899,2024-03
ORIENTE,VERACRUZ,VERACRUZ,2024,3,Punta,Variable (Energía),1.8999,2024-03
ORIENTE,VERACRUZ,VERACRUZ,2024,3,-,Distribución,210.41,2024-03
ORIENTE,VERACRUZ,VERACRUZ,2024,3,-,Capacidad,374.92,2024-03
PENINSULAR,YUCATÁN,MERIDA,2024,3,-,Fijo,441.87,2024-03
PENINSULAR,YUCATÁN,MERIDA,2024,3,Base,Variable (Energía),1.2731,2024-03
PENINSULAR,YUCATÁN,MERIDA,2024,3,Intermedia,Variable (Energía),2.1522,2024-03
PENINSULAR,YUCATÁN,MERIDA,2024,3,Punta,Variable (Energía),2.4031,2024-03
PENINSULAR,YUCATÁN,MERIDA,2024,3,-,Distribución,95.44,2024-03
PENINSULAR,YUCATÁN,MERIDA,2024,3,-,Capacidad,408.46,2024-03
SURESTE,TABASCO,BALANCAN,2024,3,-,Fijo,363.59,2024-03
SURESTE,TABASCO,BALANCAN,2024,3,Base,Variable (Energía),1.0406,2024-03
SURESTE,TABASCO,BALANCAN,2024,3,Intermedia,Variable (Energía),1.8158,2024-03
SURESTE,TABASCO,BALANCAN,2024,3,Punta,Variable (Energía),2.0382,2024-03
SURESTE,TABASCO,BALANCAN,2024,3,-,Distribución,147.01,2024-03
SURESTE,TABASCO,BALANCAN,2024,3,-,Capacidad,359.28,2024-03
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,3,-,Fijo,497.98,2024-03
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,3,Base,Variable (Energía),1.1419,2024-03
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,3,Intermedia,Variable (Energía),1.8941,2024-03
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,3,Punta,Variable (Energía),2.2139,2024-03
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,3,-,Distribución,63.15,2024-03
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,3,-,Capacidad,418.44,2024-03
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,3,-,Fijo,568.65,2024-03
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,3,Base,Variable (Energía),1.1388,2024-03
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,3,Intermedia,Variable (Energía),1.8808,2024-03
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,3,Punta,Variable (Energía),2.2009,2024-03
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,3,-,Distribución,89.49,2024-03
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,3,-,Capacidad,418.44,2024-03
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,3,-,Fijo,417.95,2024-03
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,3,Base,Variable (Energía),1.1502,2024-03
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,3,Intermedia,Variable (Energía),1.9052,2024-03
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,3,Punta,Variable (Energía),2.2301,2024-03
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,3,-,Distribución,70.09,2024-03
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,3,-,Capacidad,418.44,2024-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,4,-,Fijo,631.59,2024-04
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,4,Base,Variable (Energía),0.6247,2024-04
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,4,Intermedia,Variable (Energía),0.9774,2024-04
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,4,Punta,Variable (Energía),1.3239,2024-04
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,4,-,Distribución,93.44,2024-04
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,4,-,Capacidad,372.84,2024-04
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,4,-,Fijo,631.59,2024-04
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,4,Base,Variable (Energía),2.1708,2024-04
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,4,Intermedia,Variable (Energía),2.7598,2024-04
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,4,Punta,Variable (Energía),3.8902,2024-04
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,4,-,Distribución,93.44,2024-04
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,4,-,Capacidad,267.26,2024-04
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,4,-,Fijo,362.6,2024-04
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,4,Base,Variable (Energía),1.0865,2024-04
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,4,Intermedia,Variable (Energía),1.9399,2024-04
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,4,Punta,Variable (Energía),2.212,2024-04
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,4,-,Distribución,101.75,2024-04
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2024,4,-,Capacidad,408.47,2024-04
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,4,-,Fijo,267.4,2024-04
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,4,Base,Variable (Energía),1.0842,2024-04
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,4,Intermedia,Variable (Energía),1.9426,2024-04
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,4,Punta,Variable (Energía),2.1895,2024-04
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,4,-,Distribución,161.46,2024-04
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,4,-,Capacidad,408.31,2024-04
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,4,-,Fijo,360.01,2024-04
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,4,Base,Variable (Energía),1.0814,2024-04
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,4,Intermedia,Variable (Energía),1.9435,2024-04
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,4,Punta,Variable (Energía),2.1953,2024-04
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,4,-,Distribución,155.26,2024-04
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,4,-,Capacidad,404.68,2024-04
CENTRO SUR,MORELOS,CUERNAVACA,2024,4,-,Fijo,336.0,2024-04
CENTRO SUR,MORELOS,CUERNAVACA,2024,4,Base,Variable (Energía),0.9934,2024-04
CENTRO SUR,MORELOS,CUERNAVACA,2024,4,Intermedia,Variable (Energía),1.7642,2024-04
CENTRO SUR,MORELOS,CUERNAVACA,2024,4,Punta,Variable (Energía),1.9985,2024-04
CENTRO SUR,MORELOS,CUERNAVACA,2024,4,-,Distribución,229.58,2024-04
CENTRO SUR,MORELOS,CUERNAVACA,2024,4,-,Capacidad,380.02,2024-04
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,4,-,Fijo,398.58,2024-04
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,4,Base,Variable (Energía),1.0297,2024-04
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,4,Intermedia,Variable (Energía),1.7504,2024-04
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,4,Punta,Variable (Energía),2.0305,2024-04
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,4,-,Distribución,129.27,2024-04
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,4,-,Capacidad,408.47,2024-04
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,4,-,Fijo,589.72,2024-04
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,4,Base,Variable (Energía),1.0515,2024-04
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,4,Intermedia,Variable (Energía),1.6394,2024-04
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,4,Punta,Variable (Energía),1.7803,2024-04
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,4,-,Distribución,60.03,2024-04
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,4,-,Capacidad,418.45,2024-04
JALISCO,JALISCO,GUADALAJARA,2024,4,-,Fijo,377.74,2024-04
JALISCO,JALISCO,GUADALAJARA,2024,4,Base,Variable (Energía),1.0439,2024-04
JALISCO,JALISCO,GUADALAJARA,2024,4,Intermedia,Variable (Energía),1.8734,2024-04
JALISCO,JALISCO,GUADALAJARA,2024,4,Punta,Variable (Energía),2.1096,2024-04
JALISCO,JALISCO,GUADALAJARA,2024,4,-,Distribución,166.57,2024-04
JALISCO,JALISCO,GUADALAJARA,2024,4,-,Capacidad,408.47,2024-04
NOROESTE,SONORA,HERMOSILLO,2024,4,-,Fijo,573.51,2024-04
NOROESTE,SONORA,HERMOSILLO,2024,4,Base,Variable (Energía),0.9978,2024-04
NOROESTE,SONORA,HERMOSILLO,2024,4,Intermedia,Variable (Energía),1.6071,2024-04
NOROESTE,SONORA,HERMOSILLO,2024,4,Punta,Variable (Energía),1.7829,2024-04
NOROESTE,SONORA,HERMOSILLO,2024,4,-,Distribución,94.27,2024-04
NOROESTE,SONORA,HERMOSILLO,2024,4,-,Capacidad,408.47,2024-04
ORIENTE,VERACRUZ,VERACRUZ,2024,4,-,Fijo,491.57,2024-04
ORIENTE,VERACRUZ,VERACRUZ,2024,4,Base,Variable (Energía),0.9555,2024-04
ORIENTE,VERACRUZ,VERACRUZ,2024,4,Intermedia,Variable (Energía),1.6899,2024-04
ORIENTE,VERACRUZ,VERACRUZ,2024,4,Punta,Variable (Energía),1.8999,2024-04
ORIENTE,VERACRUZ,VERACRUZ,2024,4,-,Distribución,210.41,2024-04
ORIENTE,VERACRUZ,VERACRUZ,2024,4,-,Capacidad,374.93,2024-04
PENINSULAR,YUCATÁN,MERIDA,2024,4,-,Fijo,441.87,2024-04
PENINSULAR,YUCATÁN,MERIDA,2024,4,Base,Variable (Energía),1.2731,2024-04
PENINSULAR,YUCATÁN,MERIDA,2024,4,Intermedia,Variable (Energía),2.1523,2024-04
PENINSULAR,YUCATÁN,MERIDA,2024,4,Punta,Variable (Energía),2.4031,2024-04
PENINSULAR,YUCATÁN,MERIDA,2024,4,-,Distribución,95.44,2024-04
PENINSULAR,YUCATÁN,MERIDA,2024,4,-,Capacidad,408.47,2024-04
SURESTE,TABASCO,BALANCAN,2024,4,-,Fijo,363.59,2024-04
SURESTE,TABASCO,BALANCAN,2024,4,Base,Variable (Energía),1.0406,2024-04
SURESTE,TABASCO,BALANCAN,2024,4,Intermedia,Variable (Energía),1.8159,2024-04
SURESTE,TABASCO,BALANCAN,2024,4,Punta,Variable (Energía),2.0383,2024-04
SURESTE,TABASCO,BALANCAN,2024,4,-,Distribución,147.01,2024-04
SURESTE,TABASCO,BALANCAN,2024,4,-,Capacidad,359.29,2024-04
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,4,-,Fijo,497.98,2024-04
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,4,Base,Variable (Energía),1.1419,2024-04
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,4,Intermedia,Variable (Energía),1.8941,2024-04
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,4,Punta,Variable (Energía),2.214,2024-04
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,4,-,Distribución,63.15,2024-04
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2024,4,-,Capacidad,418.45,2024-04
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,4,-,Fijo,568.65,2024-04
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,4,Base,Variable (Energía),1.1388,2024-04
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,4,Intermedia,Variable (Energía),1.8809,2024-04
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,4,Punta,Variable (Energía),2.2009,2024-04
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,4,-,Distribución,89.49,2024-04
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2024,4,-,Capacidad,418.45,2024-04
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,4,-,Fijo,417.95,2024-04
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,4,Base,Variable (Energía),1.1502,2024-04
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,4,Intermedia,Variable (Energía),1.9052,2024-04
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,4,Punta,Variable (Energía),2.2301,2024-04
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,4,-,Distribución,70.09,2024-04
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2024,4,-,Capacidad,418.45,2024-04
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,5,-,Fijo,631.59,2024-05
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,5,Base,Variable (Energía),0.6247,2024-05
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,5,Intermedia,Variable (Energía),0.9774,2024-05
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,5,Punta,Variable (Energía),1.3239,2024-05
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,5,-,Distribución,93.44,2024-05
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2024,5,-,Capacidad,372.85,2024-05
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,5,-,Fijo,631.59,2024-05
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,5,Base,Variable (Energía),2.1708,2024-05
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,5,Intermedia,Variable (Energía),2.7599,2024-05
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,5,Punta,Variable (Energía),3.8903,2024-05
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,5,-,Distribución,93.44,2024-05
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2024,5,-,Capacidad,267.27,2024-05
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,5,-,Fijo,267.4,2024-05
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,5,Base,Variable (Energía),1.0842,2024-05
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,5,Intermedia,Variable (Energía),1.9426,2024-05
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,5,Punta,Variable (Energía),2.1895,2024-05
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,5,-,Distribución,161.46,2024-05
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2024,5,-,Capacidad,408.31,2024-05
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,5,-,Fijo,360.01,2024-05
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,5,Base,Variable (Energía),1.0814,2024-05
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,5,Intermedia,Variable (Energía),1.9435,2024-05
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,5,Punta,Variable (Energía),2.1953,2024-05
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,5,-,Distribución,155.26,2024-05
CENTRO ORIENTE,PUEBLA,PUEBLA,2024,5,-,Capacidad,404.68,2024-05
CENTRO SUR,MORELOS,CUERNAVACA,2024,5,-,Fijo,336.0,2024-05
CENTRO SUR,MORELOS,CUERNAVACA,2024,5,Base,Variable (Energía),0.9934,2024-05
CENTRO SUR,MORELOS,CUERNAVACA,2024,5,Intermedia,Variable (Energía),1.7642,2024-05
CENTRO SUR,MORELOS,CUERNAVACA,2024,5,Punta,Variable (Energía),1.9985,2024-05
CENTRO SUR,MORELOS,CUERNAVACA,2024,5,-,Distribución,229.58,2024-05
CENTRO SUR,MORELOS,CUERNAVACA,2024,5,-,Capacidad,380.03,2024-05
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,5,-,Fijo,398.58,2024-05
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,5,Base,Variable (Energía),1.0297,2024-05
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,5,Intermedia,Variable (Energía),1.7504,2024-05
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,5,Punta,Variable (Energía),2.0305,2024-05
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,5,-,Distribución,129.27,2024-05
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2024,5,-,Capacidad,408.47,2024-05
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,5,-,Fijo,589.72,2024-05
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,5,Base,Variable (Energía),1.0515,2024-05
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,5,Intermedia,Variable (Energía),1.6395,2024-05
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,5,Punta,Variable (Energía),1.7803,2024-05
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,5,-,Distribución,60.03,2024-05
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2024,5,-,Capacidad,418.46,2024-05
JALISCO,JALISCO,GUADALAJARA,2024,5,-,Fijo,377.74,2024-05
JALISCO,JALISCO,GUADALAJARA,2024,5,Base,Variable (Energía),1.0439,2024-05
JALISCO,JALISCO,GUADALAJARA,2024,5,Intermedia,Variable (Energía),1.8735,2024-05
JALISCO,JALISCO,GUADALAJARA,2024,5,Punta,Variable (Energía),2.1096,2024-05
JALISCO,JALISCO,GUADALAJARA,2024,5,-,Distribución,166.57,2024-05
JALISCO,JALISCO,GUADALAJARA,2024,5,-,Capacidad,408.47,2024-05
NOROESTE,SONORA,HERMOSILLO,2024,5,-,Fijo,573.51,2024-05
NOROESTE,SONORA,HERMOSILLO,2024,5,Base,Variable (Energía),0.9978,2024-05
NOROESTE,SONORA,HERMOSILLO,2024,5,Intermedia,Variable (Energía),1.6072,2024-05
NOROESTE,SONORA,HERMOSILLO,2024,5,Punta,Variable (Energía),1.7829,2024-05
NOROESTE,SONORA,HERMOSILLO,2024,5,-,Distribución,94.27,2024-05
NOROESTE,SONORA,HERMOSILLO,2024,5,-,Capacidad,408.47,2024-05
ORIENTE,VERACRUZ,VERACRUZ,2024,5,-,Fijo,491.57,2024-05
ORIENTE,VERACRUZ,VERACRUZ,2024,5,Base,Variable (Energía),0.9555,2024-05
ORIENTE,VERACRUZ,VERACRUZ,2024,5,Intermedia,Variable (Energía),1.6899,2024-05
ORIENTE,VERACRUZ,VERACRUZ,2024,5,Punta,Variable (Energía),1.9,2024-05
ORIENTE,VERACRUZ,VERACRUZ,2024,5,-,Distribución,210.41,2024-05
ORIENTE,VERACRUZ,VERACRUZ,2024,5,-,Capacidad,374.94,2024-05
PENINSULAR,YUCATÁN,MERIDA,2024,5,-,Fijo,441.87,2024-05
PENINSULAR,YUCATÁN,MERIDA,2024,5,Base,Variable (Energía),1.2731,2024-05
PENINSULAR,YUCATÁN,MERIDA,2024,5,Intermedia,Variable (Energía),2.1523,2024-05
PENINSULAR,YUCATÁN,MERIDA,2024,5,Punta,Variable (Energía),2.4032,2024-05
PENINSULAR,YUCATÁN,MERIDA,2024,5,-,Distribución,95.44,2024-05
PENINSULAR,YUCATÁN,MERIDA,2024,5,-,Capacidad,408.47,2024-05
SURESTE,TABASCO,BALANCAN,2024,5,-,Fijo,363.59,2024-05
