division,estado,municipio,anio,mes,intervalo_horario,cargo,valor,Fecha
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,1,-,Fijo,414.9,2026-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,1,Base,Variable (Energía),0.6124,2026-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,1,Intermedia,Variable (Energía),0.951,2026-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,1,Punta,Variable (Energía),1.2837,2026-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,1,-,Distribución,90.01,2026-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,1,-,Capacidad,357.99,2026-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,1,-,Fijo,414.9,2026-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,1,Base,Variable (Energía),2.0969,2026-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,1,Intermedia,Variable (Energía),2.6624,2026-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,1,Punta,Variable (Energía),3.7478,2026-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,1,-,Distribución,90.01,2026-01
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,1,-,Capacidad,256.62,2026-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,1,-,Fijo,427.19,2026-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,1,Base,Variable (Energía),1.0558,2026-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,1,Intermedia,Variable (Energía),1.8752,2026-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,1,Punta,Variable (Energía),2.1364,2026-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,1,-,Distribución,97.88,2026-01
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,1,-,Capacidad,392.2,2026-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,1,-,Fijo,252.5,2026-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,1,Base,Variable (Energía),1.0535,2026-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,1,Intermedia,Variable (Energía),1.8778,2026-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,1,Punta,Variable (Energía),2.1148,2026-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,1,-,Distribución,155.41,2026-01
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,1,-,Capacidad,392.04,2026-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,1,-,Fijo,335.36,2026-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,1,Base,Variable (Energía),1.0509,2026-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,1,Intermedia,Variable (Energía),1.8786,2026-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,1,Punta,Variable (Energía),2.1204,2026-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,1,-,Distribución,149.44,2026-01
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,1,-,Capacidad,388.56,2026-01
CENTRO SUR,MORELOS,CUERNAVACA,2026,1,-,Fijo,264.38,2026-01
CENTRO SUR,MORELOS,CUERNAVACA,2026,1,Base,Variable (Energía),0.9664,2026-01
CENTRO SUR,MORELOS,CUERNAVACA,2026,1,Intermedia,Variable (Energía),1.7064,2026-01
CENTRO SUR,MORELOS,CUERNAVACA,2026,1,Punta,Variable (Energía),1.9314,2026-01
CENTRO SUR,MORELOS,CUERNAVACA,2026,1,-,Distribución,221.09,2026-01
CENTRO SUR,MORELOS,CUERNAVACA,2026,1,-,Capacidad,364.88,2026-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,1,-,Fijo,461.75,2026-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,1,Base,Variable (Energía),1.0012,2026-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,1,Intermedia,Variable (Energía),1.6932,2026-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,1,Punta,Variable (Energía),1.9621,2026-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,1,-,Distribución,124.41,2026-01
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,1,-,Capacidad,392.2,2026-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,1,-,Fijo,502.03,2026-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,1,Base,Variable (Energía),1.0222,2026-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,1,Intermedia,Variable (Energía),1.5867,2026-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,1,Punta,Variable (Energía),1.7219,2026-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,1,-,Distribución,57.74,2026-01
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,1,-,Capacidad,401.78,2026-01
JALISCO,JALISCO,GUADALAJARA,2026,1,-,Fijo,330.66,2026-01
JALISCO,JALISCO,GUADALAJARA,2026,1,Base,Variable (Energía),1.0148,2026-01
JALISCO,JALISCO,GUADALAJARA,2026,1,Intermedia,Variable (Energía),1.8114,2026-01
JALISCO,JALISCO,GUADALAJARA,2026,1,Punta,Variable (Energía),2.0381,2026-01
JALISCO,JALISCO,GUADALAJARA,2026,1,-,Distribución,160.25,2026-01
JALISCO,JALISCO,GUADALAJARA,2026,1,-,Capacidad,392.2,2026-01
NOROESTE,SONORA,HERMOSILLO,2026,1,-,Fijo,197.77,2026-01
NOROESTE,SONORA,HERMOSILLO,2026,1,Base,Variable (Energía),0.9706,2026-01
NOROESTE,SONORA,HERMOSILLO,2026,1,Intermedia,Variable (Energía),1.5557,2026-01
NOROESTE,SONORA,HERMOSILLO,2026,1,Punta,Variable (Energía),1.7244,2026-01
NOROESTE,SONORA,HERMOSILLO,2026,1,-,Distribución,90.85,2026-01
NOROESTE,SONORA,HERMOSILLO,2026,1,-,Capacidad,392.2,2026-01
ORIENTE,VERACRUZ,VERACRUZ,2026,1,-,Fijo,636.28,2026-01
ORIENTE,VERACRUZ,VERACRUZ,2026,1,Base,Variable (Energía),0.93,2026-01
ORIENTE,VERACRUZ,VERACRUZ,2026,1,Intermedia,Variable (Energía),1.6351,2026-01
ORIENTE,VERACRUZ,VERACRUZ,2026,1,Punta,Variable (Energía),1.8368,2026-01
ORIENTE,VERACRUZ,VERACRUZ,2026,1,-,Distribución,202.45,2026-01
ORIENTE,VERACRUZ,VERACRUZ,2026,1,-,Capacidad,360.0,2026-01
PENINSULAR,YUCATÁN,MERIDA,2026,1,-,Fijo,452.58,2026-01
PENINSULAR,YUCATÁN,MERIDA,2026,1,Base,Variable (Energía),1.235,2026-01
PENINSULAR,YUCATÁN,MERIDA,2026,1,Intermedia,Variable (Energía),2.0791,2026-01
PENINSULAR,YUCATÁN,MERIDA,2026,1,Punta,Variable (Energía),2.32,2026-01
PENINSULAR,YUCATÁN,MERIDA,2026,1,-,Distribución,91.87,2026-01
PENINSULAR,YUCATÁN,MERIDA,2026,1,-,Capacidad,392.2,2026-01
SURESTE,TABASCO,BALANCAN,2026,1,-,Fijo,487.31,2026-01
SURESTE,TABASCO,BALANCAN,2026,1,Base,Variable (Energía),1.0117,2026-01
SURESTE,TABASCO,BALANCAN,2026,1,Intermedia,Variable (Energía),1.7561,2026-01
SURESTE,TABASCO,BALANCAN,2026,1,Punta,Variable (Energía),1.9696,2026-01
SURESTE,TABASCO,BALANCAN,2026,1,-,Distribución,141.76,2026-01
SURESTE,TABASCO,BALANCAN,2026,1,-,Capacidad,344.98,2026-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,1,-,Fijo,540.49,2026-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,1,Base,Variable (Energía),1.109,2026-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,1,Intermedia,Variable (Energía),1.8312,2026-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,1,Punta,Variable (Energía),2.1383,2026-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,1,-,Distribución,60.82,2026-01
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,1,-,Capacidad,401.78,2026-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,1,-,Fijo,703.36,2026-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,1,Base,Variable (Energía),1.106,2026-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,1,Intermedia,Variable (Energía),1.8185,2026-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,1,Punta,Variable (Energía),2.1258,2026-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,1,-,Distribución,86.15,2026-01
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,1,-,Capacidad,401.78,2026-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,1,-,Fijo,422.07,2026-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,1,Base,Variable (Energía),1.117,2026-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,1,Intermedia,Variable (Energía),1.8419,2026-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,1,Punta,Variable (Energía),2.1538,2026-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,1,-,Distribución,67.68,2026-01
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,1,-,Capacidad,401.78,2026-01
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,2,-,Fijo,414.9,2026-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,2,Base,Variable (Energía),0.6126,2026-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,2,Intermedia,Variable (Energía),0.9515,2026-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,2,Punta,Variable (Energía),1.2844,2026-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,2,-,Distribución,90.01,2026-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,2,-,Capacidad,358.2,2026-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,2,-,Fijo,414.9,2026-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,2,Base,Variable (Energía),2.098,2026-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,2,Intermedia,Variable (Energía),2.6639,2026-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,2,Punta,Variable (Energía),3.7499,2026-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,2,-,Distribución,90.01,2026-02
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,2,-,Capacidad,256.77,2026-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,2,-,Fijo,427.19,2026-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,2,Base,Variable (Energía),1.0563,2026-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,2,Intermedia,Variable (Energía),1.8761,2026-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,2,Punta,Variable (Energía),2.1375,2026-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,2,-,Distribución,97.88,2026-02
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,2,-,Capacidad,392.43,2026-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,2,-,Fijo,252.5,2026-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,2,Base,Variable (Energía),1.054,2026-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,2,Intermedia,Variable (Energía),1.8787,2026-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,2,Punta,Variable (Energía),2.1159,2026-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,2,-,Distribución,155.41,2026-02
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,2,-,Capacidad,392.27,2026-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,2,-,Fijo,335.36,2026-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,2,Base,Variable (Energía),1.0514,2026-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,2,Intermedia,Variable (Energía),1.8796,2026-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,2,Punta,Variable (Energía),2.1215,2026-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,2,-,Distribución,149.44,2026-02
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,2,-,Capacidad,388.78,2026-02
CENTRO SUR,MORELOS,CUERNAVACA,2026,2,-,Fijo,264.38,2026-02
CENTRO SUR,MORELOS,CUERNAVACA,2026,2,Base,Variable (Energía),0.9668,2026-02
CENTRO SUR,MORELOS,CUERNAVACA,2026,2,Intermedia,Variable (Energía),1.7073,2026-02
CENTRO SUR,MORELOS,CUERNAVACA,2026,2,Punta,Variable (Energía),1.9325,2026-02
CENTRO SUR,MORELOS,CUERNAVACA,2026,2,-,Distribución,221.09,2026-02
CENTRO SUR,MORELOS,CUERNAVACA,2026,2,-,Capacidad,365.09,2026-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,2,-,Fijo,461.75,2026-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,2,Base,Variable (Energía),1.0017,2026-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,2,Intermedia,Variable (Energía),1.6941,2026-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,2,Punta,Variable (Energía),1.9632,2026-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,2,-,Distribución,124.41,2026-02
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,2,-,Capacidad,392.43,2026-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,2,-,Fijo,502.03,2026-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,2,Base,Variable (Energía),1.0226,2026-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,2,Intermedia,Variable (Energía),1.5875,2026-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,2,Punta,Variable (Energía),1.7228,2026-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,2,-,Distribución,57.74,2026-02
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,2,-,Capacidad,402.01,2026-02
JALISCO,JALISCO,GUADALAJARA,2026,2,-,Fijo,330.66,2026-02
JALISCO,JALISCO,GUADALAJARA,2026,2,Base,Variable (Energía),1.0153,2026-02
JALISCO,JALISCO,GUADALAJARA,2026,2,Intermedia,Variable (Energía),1.8123,2026-02
JALISCO,JALISCO,GUADALAJARA,2026,2,Punta,Variable (Energía),2.0392,2026-02
JALISCO,JALISCO,GUADALAJARA,2026,2,-,Distribución,160.25,2026-02
JALISCO,JALISCO,GUADALAJARA,2026,2,-,Capacidad,392.43,2026-02
NOROESTE,SONORA,HERMOSILLO,2026,2,-,Fijo,197.77,2026-02
NOROESTE,SONORA,HERMOSILLO,2026,2,Base,Variable (Energía),0.971,2026-02
NOROESTE,SONORA,HERMOSILLO,2026,2,Intermedia,Variable (Energía),1.5565,2026-02
NOROESTE,SONORA,HERMOSILLO,2026,2,Punta,Variable (Energía),1.7253,2026-02
NOROESTE,SONORA,HERMOSILLO,2026,2,-,Distribución,90.85,2026-02
NOROESTE,SONORA,HERMOSILLO,2026,2,-,Capacidad,392.43,2026-02
ORIENTE,VERACRUZ,VERACRUZ,2026,2,-,Fijo,636.28,2026-02
ORIENTE,VERACRUZ,VERACRUZ,2026,2,Base,Variable (Energía),0.9304,2026-02
ORIENTE,VERACRUZ,VERACRUZ,2026,2,Intermedia,Variable (Energía),1.636,2026-02
ORIENTE,VERACRUZ,VERACRUZ,2026,2,Punta,Variable (Energía),1.8378,2026-02
ORIENTE,VERACRUZ,VERACRUZ,2026,2,-,Distribución,202.45,2026-02
ORIENTE,VERACRUZ,VERACRUZ,2026,2,-,Capacidad,360.21,2026-02
PENINSULAR,YUCATÁN,MERIDA,2026,2,-,Fijo,452.58,2026-02
PENINSULAR,YUCATÁN,MERIDA,2026,2,Base,Variable (Energía),1.2356,2026-02
PENINSULAR,YUCATÁN,MERIDA,2026,2,Intermedia,Variable (Energía),2.0802,2026-02
PENINSULAR,YUCATÁN,MERIDA,2026,2,Punta,Variable (Energía),2.3212,2026-02
PENINSULAR,YUCATÁN,MERIDA,2026,2,-,Distribución,91.87,2026-02
PENINSULAR,YUCATÁN,MERIDA,2026,2,-,Capacidad,392.43,2026-02
SURESTE,TABASCO,BALANCAN,2026,2,-,Fijo,487.31,2026-02
SURESTE,TABASCO,BALANCAN,2026,2,Base,Variable (Energía),1.0122,2026-02
SURESTE,TABASCO,BALANCAN,2026,2,Intermedia,Variable (Energía),1.757,2026-02
SURESTE,TABASCO,BALANCAN,2026,2,Punta,Variable (Energía),1.9706,2026-02
SURESTE,TABASCO,BALANCAN,2026,2,-,Distribución,141.76,2026-02
SURESTE,TABASCO,BALANCAN,2026,2,-,Capacidad,345.18,2026-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,2,-,Fijo,540.49,2026-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,2,Base,Variable (Energía),1.1095,2026-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,2,Intermedia,Variable (Energía),1.8322,2026-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,2,Punta,Variable (Energía),2.1395,2026-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,2,-,Distribución,60.82,2026-02
VALLE DE MÉXICO CENTRO,CIUDAD DE MÉXICO,CUAUHTEMOC,2026,2,-,Capacidad,402.01,2026-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,2,-,Fijo,703.36,2026-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,2,Base,Variable (Energía),1.1065,2026-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,2,Intermedia,Variable (Energía),1.8194,2026-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,2,Punta,Variable (Energía),2.1269,2026-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,2,-,Distribución,86.15,2026-02
VALLE DE MÉXICO NORTE,ESTADO DE MÉXICO,ECATEPEC DE MORELOS,2026,2,-,Capacidad,402.01,2026-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,2,-,Fijo,422.07,2026-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,2,Base,Variable (Energía),1.1175,2026-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,2,Intermedia,Variable (Energía),1.8428,2026-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,2,Punta,Variable (Energía),2.155,2026-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,2,-,Distribución,67.68,2026-02
VALLE DE MÉXICO SUR,ESTADO DE MÉXICO,CHALCO,2026,2,-,Capacidad,402.01,2026-02
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,3,-,Fijo,414.9,2026-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,3,Base,Variable (Energía),0.6129,2026-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,3,Intermedia,Variable (Energía),0.9519,2026-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,3,Punta,Variable (Energía),1.285,2026-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,3,-,Distribución,90.01,2026-03
BAJA CALIFORNIA,BAJA CALIFORNIA,TIJUANA,2026,3,-,Capacidad,358.41,2026-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,3,-,Fijo,414.9,2026-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,3,Base,Variable (Energía),2.0991,2026-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,3,Intermedia,Variable (Energía),2.6654,2026-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,3,Punta,Variable (Energía),3.752,2026-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,3,-,Distribución,90.01,2026-03
BAJA CALIFORNIA SUR,BAJA CALIFORNIA SUR,LA PAZ,2026,3,-,Capacidad,256.92,2026-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,3,-,Fijo,427.19,2026-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,3,Base,Variable (Energía),1.0568,2026-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,3,Intermedia,Variable (Energía),1.8771,2026-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,3,Punta,Variable (Energía),2.1387,2026-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,3,-,Distribución,97.88,2026-03
BAJÍO,AGUASCALIENTES,AGUASCALIENTES,2026,3,-,Capacidad,392.66,2026-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,3,-,Fijo,252.5,2026-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,3,Base,Variable (Energía),1.0545,2026-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,3,Intermedia,Variable (Energía),1.8798,2026-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,3,Punta,Variable (Energía),2.1171,2026-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,3,-,Distribución,155.41,2026-03
CENTRO OCCIDENTE,MICHOACÁN,MORELIA,2026,3,-,Capacidad,392.51,2026-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,3,-,Fijo,335.36,2026-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,3,Base,Variable (Energía),1.0519,2026-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,3,Intermedia,Variable (Energía),1.8806,2026-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,3,Punta,Variable (Energía),2.1227,2026-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,3,-,Distribución,149.44,2026-03
CENTRO ORIENTE,PUEBLA,PUEBLA,2026,3,-,Capacidad,389.02,2026-03
CENTRO SUR,MORELOS,CUERNAVACA,2026,3,-,Fijo,264.38,2026-03
CENTRO SUR,MORELOS,CUERNAVACA,2026,3,Base,Variable (Energía),0.9673,2026-03
CENTRO SUR,MORELOS,CUERNAVACA,2026,3,Intermedia,Variable (Energía),1.7082,2026-03
CENTRO SUR,MORELOS,CUERNAVACA,2026,3,Punta,Variable (Energía),1.9335,2026-03
CENTRO SUR,MORELOS,CUERNAVACA,2026,3,-,Distribución,221.09,2026-03
CENTRO SUR,MORELOS,CUERNAVACA,2026,3,-,Capacidad,365.31,2026-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,3,-,Fijo,461.75,2026-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,3,Base,Variable (Energía),1.0022,2026-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,3,Intermedia,Variable (Energía),1.695,2026-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,3,Punta,Variable (Energía),1.9642,2026-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,3,-,Distribución,124.41,2026-03
GOLFO CENTRO,TAMAULIPAS,TAMPICO,2026,3,-,Capacidad,392.66,2026-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,3,-,Fijo,502.03,2026-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,3,Base,Variable (Energía),1.0231,2026-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,3,Intermedia,Variable (Energía),1.5883,2026-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,3,Punta,Variable (Energía),1.7238,2026-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,3,-,Distribución,57.74,2026-03
GOLFO NORTE,NUEVO LEÓN,MONTERREY,2026,3,-,Capacidad,402.26,2026-03
JALISCO,JALISCO,GUADALAJARA,2026,3,-,Fijo,330.66,2026-03
JALISCO,JALISCO,GUADALAJARA,2026,3,Base,Variable (Energía),1.0158,2026-03
JALISCO,JALISCO,GUADALAJARA,2026,3,Intermedia,Variable (Energía),1.8133,2026-03
JALISCO,JALISCO,GUADALAJARA,2026,3,Punta,Variable (Energía),2.0403,2026-03
JALISCO,JALISCO,GUADALAJARA,2026,3,-,Distribución,160.25,2026-03
JALISCO,JALISCO,GUADALAJARA,2026,3,-,Capacidad,392.66,2026-03
NOROESTE,SONORA,HERMOSILLO,2026,3,-,Fijo,197.77,2026-03
NOROESTE,SONORA,HERMOSILLO,2026,3,Base,Variable (Energía),0.9715,2026-03
NOROESTE,SONORA,HERMOSILLO,2026,3,Intermedia,Variable (Energía),1.5573,2026-03
NOROESTE,SONORA,HERMOSILLO,2026,3,Punta,Variable (Energía),1.7262,2026-03
NOROESTE,SONORA,HERMOSILLO,2026,3,-,Distribución,90.85,2026-03
NOROESTE,SONORA,HERMOSILLO,2026,3,-,Capacidad,392.66,2026-03
ORIENTE,VERACRUZ,VERACRUZ,2026,3,-,Fijo,636.28,2026-03
ORIENTE,VERACRUZ,VERACRUZ,2026,3,Base,Variable (Energía),0.9308,2026-03
ORIENTE,VERACRUZ,VERACRUZ,2026,3,Intermedia,Variable (Energía),1.6369,2026-03
ORIENTE,VERACRUZ,VERACRUZ,2026,3,Punta,Variable (Energía),1.8387,2026-03
ORIENTE,VERACRUZ,VERACRUZ,2026,3,-,Distribución,202.45,2026-03
ORIENTE,VERACRUZ,VERACRUZ,2026,3,-,Capacidad,360.42,2026-03
PENINSULAR,YUCATÁN,MERIDA,2026,3,-,Fijo,452.58,2026-03
PENINSULAR,YUCATÁN,MERIDA,2026,3,Base,Variable (Energía),1.2362,2026-03
PENINSULAR,YUCATÁN,MERIDA,2026,3,Intermedia,Variable (Energía),2.0813,2026-03
PENINSULAR,YUCATÁN,MERIDA,2026,3,Punta,Variable (Energía),2.3225,2026-03
PENINSULAR,YUCATÁN,MERIDA,2026,3,-,Distribución,91.87,2026-03
PENINSULAR,YUCATÁN,MERIDA,2026,3,-,Capacidad,392.66,2026-03
